Date,OpenHeating,HighHeating,LowHeating,CloseHeating,VolumeHeating
2000-01-04,0.672,0.683,0.654,0.6778,25311
2000-01-05,0.679,0.679,0.665,0.6655,18691
2000-01-06,0.6645,0.683,0.655,0.6628,27082
2000-01-07,0.66,0.671,0.646,0.6475,26320
2000-01-10,0.6445,0.6535,0.6355,0.6472,20721
2000-01-11,0.6476,0.668,0.6475,0.6675,19141
2000-01-12,0.6675,0.69,0.6535,0.6847,25404
2000-01-13,0.6847,0.7,0.678,0.6928,1454
2000-01-14,0.6915,0.74,0.6915,0.7381,22274
2000-01-18,0.734,0.773,0.734,0.7704,28816
2000-01-19,0.7675,0.803,0.762,0.8003,25410
2000-01-20,0.7928,0.869,0.79,0.8646,31617
2000-01-21,0.865,0.9774,0.86,0.935,32423
2000-01-24,0.91,0.96,0.83,0.8635,23938
2000-01-25,0.85,0.9175,0.85,0.9038,18389
2000-01-26,0.922,0.96,0.9138,0.9213,17085
2000-01-27,0.916,0.939,0.88,0.9117,14303
2000-01-28,0.9125,0.93,0.9,0.9251,17227
2000-01-31,0.9175,1.0,0.89,0.952,27003
2000-02-01,0.742,0.773,0.742,0.7719,22652
2000-02-02,0.7725,0.787,0.748,0.7553,26383
2000-02-03,0.757,0.792,0.755,0.779,24733
2000-02-04,0.781,0.797,0.769,0.7878,20181
2000-02-07,0.7865,0.7865,0.755,0.7581,22995
2000-02-08,0.7555,0.759,0.726,0.7284,29153
2000-02-09,0.7284,0.752,0.725,0.746,22674
2000-02-10,0.746,0.752,0.732,0.7446,20636
2000-02-11,0.745,0.755,0.73,0.7424,18494
2000-02-14,0.7424,0.758,0.74,0.757,15021
2000-02-15,0.758,0.762,0.745,0.752,14355
2000-02-16,0.7515,0.765,0.742,0.7621,16725
2000-02-17,0.762,0.7621,0.74,0.7506,13985
2000-02-18,0.752,0.7585,0.744,0.7545,12076
2000-02-22,0.748,0.753,0.7325,0.7487,16193
2000-02-23,0.747,0.763,0.741,0.7613,17083
2000-02-24,0.7625,0.781,0.759,0.7802,18516
2000-02-25,0.7795,0.835,0.775,0.8288,18768
2000-02-28,0.82,0.83,0.8025,0.8167,25719
2000-02-29,0.8165,0.85,0.805,0.8246,23653
2000-03-01,0.7675,0.7995,0.7585,0.7967,12058
2000-03-02,0.795,0.807,0.78,0.7946,11722
2000-03-03,0.795,0.8025,0.7785,0.7889,12353
2000-03-06,0.7825,0.8,0.781,0.7945,11812
2000-03-07,0.7945,0.826,0.7945,0.8238,16189
2000-03-08,0.817,0.825,0.7475,0.7531,21964
2000-03-09,0.755,0.771,0.7325,0.7646,19930
2000-03-10,0.767,0.767,0.745,0.7454,12703
2000-03-13,0.742,0.761,0.741,0.7545,10194
2000-03-14,0.754,0.7575,0.734,0.7368,14815
2000-03-15,0.741,0.7475,0.711,0.7171,13615
2000-03-16,0.7145,0.728,0.7,0.7203,14225
2000-03-17,0.725,0.7285,0.715,0.7172,11283
2000-03-20,0.716,0.717,0.679,0.6808,3197
2000-03-21,0.6805,0.6925,0.679,0.6876,10575
2000-03-22,0.682,0.7225,0.68,0.6967,14475
2000-03-23,0.697,0.716,0.693,0.7121,10622
2000-03-24,0.706,0.756,0.706,0.7487,12184
2000-03-27,0.739,0.75,0.73,0.7373,13408
2000-03-28,0.74,0.7585,0.73,0.7416,10987
2000-03-29,0.742,0.745,0.718,0.7251,11140
2000-03-30,0.724,0.745,0.724,0.7348,11511
2000-03-31,0.7375,0.7925,0.7365,0.7833,14213
2000-04-03,0.6865,0.6925,0.671,0.6726,8751
2000-04-04,0.672,0.672,0.642,0.6436,13005
2000-04-05,0.6445,0.665,0.636,0.6615,14662
2000-04-06,0.6623,0.67,0.6585,0.66,9815
2000-04-07,0.66,0.6685,0.646,0.6479,11839
2000-04-10,0.643,0.649,0.63,0.6316,11531
2000-04-11,0.633,0.645,0.6275,0.6356,13242
2000-04-12,0.639,0.678,0.638,0.6732,15474
2000-04-13,0.673,0.6925,0.6701,0.6765,14579
2000-04-14,0.6765,0.687,0.658,0.664,12576
2000-04-17,0.664,0.709,0.655,0.6947,14302
2000-04-18,0.7,0.714,0.696,0.7078,15312
2000-04-19,0.708,0.77,0.708,0.7685,12642
2000-04-20,0.7695,0.78,0.7465,0.7572,10844
2000-04-24,0.7572,0.765,0.75,0.7529,8533
2000-04-25,0.7525,0.76,0.725,0.7505,12688
2000-04-26,0.75,0.78,0.74,0.7586,12440
2000-04-27,0.76,0.7775,0.742,0.7505,13701
2000-04-28,0.756,0.775,0.67,0.7318,12125
2000-05-01,0.6719,0.6825,0.6625,0.6744,6724
2000-05-02,0.673,0.7,0.673,0.6947,10110
2000-05-03,0.6947,0.7,0.676,0.6773,2619
2000-05-04,0.675,0.692,0.672,0.682,12390
2000-05-05,0.685,0.685,0.6695,0.6731,12543
2000-05-08,0.6725,0.699,0.6695,0.6958,12956
2000-05-09,0.6975,0.721,0.692,0.7138,14603
2000-05-10,0.711,0.739,0.7075,0.7328,20259
2000-05-11,0.731,0.783,0.7305,0.7731,19877
2000-05-12,0.7731,0.79,0.753,0.7683,14177
2000-05-15,0.7605,0.778,0.756,0.7725,9840
2000-05-16,0.774,0.779,0.766,0.7684,12288
2000-05-17,0.7685,0.776,0.7575,0.7736,10197
2000-05-18,0.7755,0.807,0.775,0.7987,14854
2000-05-19,0.7985,0.81,0.785,0.7888,9203
2000-05-22,0.7885,0.795,0.7515,0.7612,12014
2000-05-23,0.762,0.765,0.7465,0.7536,11459
2000-05-24,0.765,0.787,0.755,0.7851,13515
2000-05-25,0.7875,0.793,0.7745,0.7909,14797
2000-05-26,0.7915,0.795,0.7575,0.7639,8578
2000-05-30,0.7639,0.775,0.7625,0.7648,12416
2000-05-31,0.7655,0.778,0.725,0.7398,19472
2000-06-01,0.7165,0.763,0.708,0.7615,17347
2000-06-02,0.761,0.768,0.749,0.7561,12899
2000-06-05,0.759,0.7635,0.74,0.7467,11862
2000-06-06,0.7455,0.765,0.741,0.7534,10717
2000-06-07,0.755,0.759,0.73,0.7491,16013
2000-06-08,0.75,0.757,0.738,0.7417,13397
2000-06-09,0.7425,0.7525,0.738,0.7423,9353
2000-06-12,0.755,0.782,0.755,0.7787,16788
2000-06-13,0.7762,0.792,0.7705,0.7851,12972
2000-06-14,0.786,0.797,0.778,0.7856,10759
2000-06-15,0.785,0.7925,0.767,0.7744,11647
2000-06-16,0.7745,0.7745,0.73,0.7424,14827
2000-06-19,0.74,0.748,0.7265,0.7356,11389
2000-06-20,0.7355,0.767,0.7345,0.7613,12572
2000-06-21,0.741,0.793,0.741,0.7858,14216
2000-06-22,0.785,0.8175,0.772,0.8143,18437
2000-06-23,0.815,0.824,0.802,0.8064,15457
2000-06-26,0.807,0.8225,0.799,0.8008,12313
2000-06-27,0.8,0.83,0.7905,0.8188,13478
2000-06-28,0.816,0.832,0.814,0.8159,10049
2000-06-29,0.816,0.848,0.815,0.8447,11343
2000-06-30,0.846,0.85,0.83,0.8414,10695
2000-07-05,0.81,0.811,0.786,0.7964,14196
2000-07-06,0.7975,0.821,0.7815,0.7838,20254
2000-07-07,0.786,0.8,0.7775,0.789,13850
2000-07-10,0.7875,0.791,0.775,0.7793,18799
2000-07-11,0.782,0.7915,0.7735,0.7897,14202
2000-07-12,0.791,0.797,0.7765,0.7945,17836
2000-07-13,0.7945,0.819,0.794,0.8161,14812
2000-07-14,0.8145,0.8195,0.803,0.809,12952
2000-07-17,0.8035,0.8035,0.788,0.7926,10794
2000-07-18,0.7925,0.8145,0.7905,0.8055,16440
2000-07-19,0.805,0.811,0.795,0.801,11224
2000-07-20,0.797,0.806,0.791,0.7927,10011
2000-07-21,0.7925,0.795,0.755,0.764,12036
2000-07-24,0.764,0.769,0.7525,0.7535,13543
2000-07-25,0.753,0.767,0.749,0.7556,14300
2000-07-26,0.7555,0.772,0.7535,0.7585,13641
2000-07-27,0.759,0.773,0.758,0.7656,11790
2000-07-28,0.7675,0.7765,0.766,0.7677,9310
2000-07-31,0.766,0.79,0.765,0.7793,13784
2000-08-01,0.7565,0.773,0.7525,0.7684,12022
2000-08-02,0.7685,0.792,0.7675,0.7826,17161
2000-08-03,0.783,0.798,0.778,0.7946,14344
2000-08-04,0.797,0.826,0.795,0.8185,23254
2000-08-07,0.8225,0.825,0.78,0.7821,21514
2000-08-08,0.783,0.801,0.7815,0.7983,19005
2000-08-09,0.8025,0.838,0.801,0.8354,21464
2000-08-10,0.8375,0.866,0.828,0.8628,20828
2000-08-11,0.8635,0.88,0.8525,0.8582,15925
2000-08-14,0.857,0.876,0.857,0.8734,12354
2000-08-15,0.873,0.892,0.864,0.8651,18312
2000-08-16,0.866,0.8735,0.856,0.8688,12035
2000-08-17,0.869,0.9,0.869,0.8873,13181
2000-08-18,0.884,0.9075,0.884,0.8991,12114
2000-08-21,0.8975,0.931,0.8975,0.9232,12932
2000-08-22,0.9223,0.933,0.902,0.9035,16041
2000-08-23,0.905,0.964,0.903,0.9561,18028
2000-08-24,0.956,0.965,0.941,0.9533,10834
2000-08-25,0.9545,0.973,0.9505,0.9694,11984
2000-08-28,0.963,1.002,0.963,0.9988,14076
2000-08-29,0.9975,1.015,0.979,0.9859,15397
2000-08-30,0.9925,0.995,0.9585,0.9925,15620
2000-08-31,0.993,0.995,0.979,0.9842,20333
2000-09-01,0.9865,0.991,0.9705,0.9764,14679
2000-09-05,0.987,1.0,0.975,0.9797,17365
2000-09-06,0.98,1.0,0.98,0.9966,18879
2000-09-07,1.0,1.03,0.9885,1.0286,23851
2000-09-08,1.0285,1.029,0.991,0.9949,23189
2000-09-11,1.0,1.069,0.975,1.0498,25399
2000-09-12,1.052,1.076,1.032,1.0468,20280
2000-09-13,1.049,1.055,1.0,1.0107,21068
2000-09-14,1.008,1.02,0.9805,1.0072,19287
2000-09-15,1.011,1.048,1.0075,1.0329,17450
2000-09-18,1.033,1.048,1.029,1.0415,11031
2000-09-19,1.041,1.041,1.003,1.0191,22518
2000-09-20,1.03,1.045,1.008,1.0179,14342
2000-09-21,1.0165,1.02,0.995,0.9989,19404
2000-09-22,0.9965,1.011,0.952,0.9548,17141
2000-09-25,0.94,0.95,0.929,0.9407,18532
2000-09-26,0.9435,0.953,0.9215,0.9299,20569
2000-09-27,0.9335,0.9595,0.9295,0.948,18751
2000-09-28,0.948,0.948,0.909,0.9106,16579
2000-09-29,0.924,0.932,0.91,0.924,17360
2000-10-02,0.938,0.9675,0.9375,0.9605,16116
2000-10-03,0.957,0.968,0.945,0.9635,17236
2000-10-04,0.961,0.969,0.9515,0.9634,15528
2000-10-05,0.955,0.956,0.921,0.9272,20068
2000-10-06,0.932,0.94,0.9265,0.9294,17345
2000-10-09,0.94,0.9589,0.94,0.9549,13124
2000-10-10,0.9575,0.998,0.9575,0.9971,16834
2000-10-11,0.994,1.0275,0.994,1.0178,18501
2000-10-12,1.017,1.11,1.011,1.0773,24032
2000-10-13,1.0775,1.0893,1.012,1.0161,15500
2000-10-16,1.002,1.015,0.97,0.9723,16836
2000-10-17,0.97,0.981,0.9535,0.9602,21166
2000-10-18,0.9645,0.9875,0.953,0.9659,17199
2000-10-19,0.966,0.9845,0.948,0.9518,15802
2000-10-20,0.954,0.973,0.95,0.9711,13215
2000-10-23,0.966,1.002,0.962,0.999,12047
2000-10-24,0.999,1.01,0.99,0.9944,14570
2000-10-25,0.994,1.007,0.971,0.9772,16677
2000-10-26,0.98,0.9925,0.966,0.9874,14889
2000-10-27,0.9865,0.989,0.962,0.9742,16723
2000-10-30,0.9742,0.985,0.9595,0.9633,19403
2000-10-31,0.963,0.964,0.93,0.941,18703
2000-11-01,0.9375,0.957,0.9302,0.9409,17644
2000-11-02,0.943,0.945,0.9265,0.9318,14590
2000-11-03,0.9315,0.932,0.9175,0.9217,14735
2000-11-06,0.9217,0.9238,0.9,0.9169,18088
2000-11-07,0.9195,0.952,0.918,0.9493,23400
2000-11-08,0.95,0.9625,0.936,0.9593,16725
2000-11-09,0.9593,1.025,0.9593,1.0159,26814
2000-11-10,1.0175,1.031,0.998,1.0075,12815
2000-11-13,1.015,1.033,1.0,1.0163,16239
2000-11-14,1.0175,1.057,1.017,1.0541,28065
2000-11-15,1.0545,1.086,1.05,1.0771,21976
2000-11-16,1.0755,1.0755,1.048,1.054,22900
2000-11-17,1.045,1.08,1.033,1.0788,24307
2000-11-20,1.0775,1.1085,1.0775,1.0962,17047
2000-11-21,1.095,1.105,1.087,1.0941,23434
2000-11-22,1.094,1.103,1.078,1.0944,15047
2000-11-27,1.083,1.096,1.07,1.0852,23598
2000-11-28,1.082,1.0825,1.021,1.0237,28966
2000-11-29,1.0245,1.039,1.003,1.0318,23916
2000-11-30,1.03,1.0625,1.0275,1.0534,24942
2000-12-01,1.0225,1.0355,0.968,0.9708,27630
2000-12-04,0.982,1.05,0.98,1.0084,35608
2000-12-05,1.0095,1.021,0.975,0.9766,25761
2000-12-06,0.9766,1.022,0.96,1.0118,26181
2000-12-07,1.0155,1.035,0.985,0.9929,24915
2000-12-08,0.993,0.996,0.939,0.9442,34372
2000-12-11,0.96,0.991,0.9575,0.9827,26410
2000-12-12,0.989,0.996,0.946,0.9612,22565
2000-12-13,0.9595,0.9845,0.905,0.9097,26349
2000-12-14,0.9105,0.92,0.875,0.8889,22955
2000-12-15,0.8945,0.923,0.8755,0.9166,20475
2000-12-18,0.9214,0.954,0.909,0.9221,20720
2000-12-19,0.93,0.93,0.91,0.916,16817
2000-12-20,0.916,0.9221,0.853,0.8566,19846
2000-12-21,0.859,0.872,0.85,0.8619,23680
2000-12-22,0.8655,0.9075,0.8655,0.878,11773
2000-12-26,0.8925,0.9375,0.8925,0.935,23922
2000-12-27,0.934,0.959,0.925,0.9371,24000
2000-12-28,0.937,0.942,0.89,0.8946,29619
2000-12-29,0.895,0.935,0.891,0.9066,18085
2001-01-02,0.8955,0.8979,0.85,0.8658,19046
2001-01-03,0.8655,0.867,0.839,0.8598,19114
2001-01-04,0.8619,0.8619,0.858,0.8612,21609
2001-01-05,0.8619,0.881,0.855,0.8613,22171
2001-01-08,0.8635,0.867,0.824,0.8258,23873
2001-01-09,0.831,0.8345,0.802,0.8062,24963
2001-01-10,0.8075,0.86,0.8069,0.8499,25615
2001-01-11,0.8525,0.857,0.827,0.8401,20130
2001-01-12,0.84,0.849,0.8315,0.8421,13228
2001-01-16,0.844,0.855,0.831,0.8411,17858
2001-01-17,0.836,0.841,0.795,0.8152,25826
2001-01-18,0.8145,0.844,0.814,0.8415,17666
2001-01-19,0.8425,0.882,0.8331,0.8793,18569
2001-01-22,0.88,0.8965,0.8625,0.879,21590
2001-01-23,0.878,0.878,0.8535,0.8622,19516
2001-01-24,0.8625,0.87,0.815,0.8222,22995
2001-01-25,0.825,0.836,0.818,0.8301,17092
2001-01-26,0.83,0.85,0.826,0.8456,17427
2001-01-29,0.848,0.8485,0.809,0.812,15680
2001-01-30,0.82,0.82,0.79,0.8003,23245
2001-01-31,0.801,0.8055,0.779,0.7863,24403
2001-02-01,0.761,0.78,0.7475,0.7784,20371
2001-02-02,0.778,0.8225,0.774,0.8214,19961
2001-02-05,0.8154,0.82,0.8005,0.8111,17402
2001-02-06,0.811,0.828,0.804,0.8092,18872
2001-02-07,0.809,0.832,0.796,0.8274,20507
2001-02-08,0.8275,0.8475,0.825,0.8418,19341
2001-02-09,0.8418,0.8425,0.821,0.8224,15368
2001-02-12,0.8224,0.827,0.799,0.8008,16540
2001-02-13,0.801,0.8015,0.784,0.7881,17516
2001-02-14,0.7885,0.799,0.77,0.7711,17122
2001-02-15,0.772,0.772,0.755,0.7569,16650
2001-02-16,0.7595,0.771,0.758,0.7601,10469
2001-02-20,0.771,0.7741,0.744,0.7487,15238
2001-02-21,0.7575,0.7575,0.735,0.7411,14618
2001-02-22,0.7375,0.751,0.7325,0.7362,15411
2001-02-23,0.738,0.76,0.7275,0.7423,16164
2001-02-26,0.7435,0.7535,0.733,0.747,19732
2001-02-27,0.743,0.76,0.741,0.747,23939
2001-02-28,0.75,0.7565,0.72,0.7334,15935
2001-03-01,0.712,0.7195,0.705,0.7161,13005
2001-03-02,0.7185,0.734,0.718,0.7252,11079
2001-03-05,0.7285,0.753,0.7285,0.7408,12740
2001-03-06,0.743,0.743,0.7275,0.7306,10853
2001-03-07,0.73,0.744,0.7265,0.7414,15398
2001-03-08,0.739,0.749,0.7315,0.733,15520
2001-03-09,0.73,0.74,0.726,0.7291,15196
2001-03-12,0.729,0.7375,0.7225,0.7316,13721
2001-03-13,0.732,0.7323,0.724,0.729,14525
2001-03-14,0.729,0.74,0.7,0.7039,18182
2001-03-15,0.704,0.71,0.698,0.7065,14302
2001-03-16,0.7064,0.722,0.7,0.7038,13887
2001-03-19,0.7002,0.705,0.677,0.6782,14712
2001-03-20,0.6783,0.696,0.6785,0.6849,12349
2001-03-21,0.685,0.72,0.684,0.7161,16262
2001-03-22,0.714,0.737,0.714,0.7263,17047
2001-03-23,0.728,0.775,0.7245,0.766,19892
2001-03-26,0.767,0.7725,0.7515,0.761,16452
2001-03-27,0.764,0.785,0.757,0.7794,16414
2001-03-28,0.781,0.7925,0.749,0.7507,14046
2001-03-29,0.756,0.79,0.75,0.7779,12046
2001-03-30,0.7779,0.79,0.746,0.7567,15687
2001-04-02,0.7065,0.708,0.6735,0.6743,15138
2001-04-03,0.6735,0.697,0.6735,0.6956,11808
2001-04-04,0.695,0.733,0.692,0.7266,17390
2001-04-05,0.7295,0.745,0.72,0.7365,17822
2001-04-06,0.737,0.74,0.724,0.7283,11494
2001-04-09,0.73,0.744,0.73,0.7358,13315
2001-04-10,0.74,0.795,0.737,0.7914,27162
2001-04-11,0.7915,0.802,0.7805,0.7959,16833
2001-04-12,0.797,0.815,0.778,0.7805,18644
2001-04-16,0.7815,0.825,0.78,0.8187,16861
2001-04-17,0.8174,0.824,0.8,0.8012,16124
2001-04-18,0.8012,0.8012,0.764,0.7819,20385
2001-04-19,0.783,0.788,0.77,0.7846,12474
2001-04-20,0.7875,0.7875,0.767,0.77,13449
2001-04-23,0.77,0.774,0.75,0.7515,15874
2001-04-24,0.753,0.7625,0.737,0.7374,16464
2001-04-25,0.739,0.757,0.737,0.753,13882
2001-04-26,0.755,0.782,0.755,0.7762,13880
2001-04-27,0.775,0.7795,0.755,0.7574,19727
2001-04-30,0.766,0.773,0.74,0.7434,21322
2001-05-01,0.7531,0.77,0.748,0.7647,15545
2001-05-02,0.756,0.77,0.748,0.7647,12505
2001-05-03,0.746,0.7745,0.731,0.7658,13837
2001-05-04,0.7665,0.775,0.762,0.7657,10314
2001-05-07,0.765,0.769,0.745,0.7472,11375
2001-05-08,0.748,0.759,0.744,0.7489,12143
2001-05-09,0.75,0.771,0.744,0.7677,15142
2001-05-10,0.768,0.7775,0.764,0.7682,13703
2001-05-11,0.7679,0.771,0.758,0.7605,14139
2001-05-14,0.7605,0.769,0.741,0.7525,15497
2001-05-15,0.7555,0.77,0.751,0.7663,15069
2001-05-16,0.7715,0.779,0.76,0.7752,13612
2001-05-17,0.7771,0.7895,0.767,0.7839,11448
2001-05-18,0.786,0.815,0.785,0.8044,12863
2001-05-21,0.8045,0.816,0.8035,0.8122,11357
2001-05-22,0.8125,0.815,0.802,0.8089,13780
2001-05-23,0.8075,0.822,0.8025,0.8153,17969
2001-05-24,0.815,0.8165,0.786,0.7941,14932
2001-05-25,0.795,0.796,0.781,0.7818,14045
2001-05-29,0.7815,0.796,0.773,0.7747,15770
2001-05-30,0.775,0.783,0.771,0.776,15633
2001-05-31,0.78,0.786,0.751,0.7795,17896
2001-06-01,0.7737,0.776,0.756,0.7592,15925
2001-06-04,0.759,0.76,0.759,0.7592,16837
2001-06-05,0.759,0.772,0.7585,0.7695,11480
2001-06-06,0.767,0.775,0.75,0.7664,16877
2001-06-07,0.763,0.769,0.7552,0.7592,12002
2001-06-08,0.7607,0.769,0.7607,0.7665,10049
2001-06-11,0.7699,0.798,0.7699,0.7827,17675
2001-06-12,0.7825,0.808,0.78,0.8017,16277
2001-06-13,0.8,0.811,0.7985,0.8014,15096
2001-06-14,0.799,0.835,0.7975,0.8328,26642
2001-06-15,0.8325,0.8345,0.803,0.8045,21273
2001-06-18,0.805,0.806,0.768,0.771,21876
2001-06-19,0.771,0.7865,0.765,0.7744,14310
2001-06-20,0.775,0.775,0.738,0.7415,28126
2001-06-21,0.741,0.754,0.736,0.7424,14391
2001-06-22,0.745,0.7565,0.728,0.7339,14364
2001-06-25,0.74,0.7425,0.733,0.7389,12079
2001-06-26,0.7389,0.744,0.728,0.7319,15681
2001-06-27,0.73,0.73,0.694,0.6994,16575
2001-06-28,0.7,0.7075,0.6973,0.6994,14468
2001-06-29,0.7055,0.731,0.705,0.709,20425
2001-07-02,0.731,0.733,0.703,0.7108,14058
2001-07-03,0.712,0.719,0.705,0.716,10284
2001-07-05,0.7247,0.727,0.705,0.7239,13896
2001-07-06,0.724,0.7435,0.718,0.7378,15939
2001-07-09,0.7415,0.743,0.726,0.7279,11854
2001-07-10,0.7275,0.733,0.716,0.7233,12357
2001-07-11,0.723,0.725,0.705,0.7059,18071
2001-07-12,0.706,0.71,0.6915,0.7067,16373
2001-07-13,0.711,0.7115,0.68,0.6874,17181
2001-07-16,0.6919,0.694,0.6785,0.6881,14790
2001-07-17,0.6881,0.697,0.685,0.6869,11974
2001-07-18,0.6899,0.6899,0.67,0.6725,14285
2001-07-19,0.67,0.686,0.666,0.668,16008
2001-07-20,0.665,0.695,0.665,0.6811,12393
2001-07-23,0.7,0.7,0.683,0.6839,11958
2001-07-24,0.684,0.694,0.6805,0.6877,12520
2001-07-25,0.6865,0.713,0.684,0.7087,16420
2001-07-26,0.708,0.726,0.705,0.7189,15193
2001-07-27,0.718,0.724,0.707,0.7131,14746
2001-07-30,0.714,0.718,0.705,0.7059,11811
2001-07-31,0.7086,0.7086,0.69,0.6973,12236
2001-08-01,0.7035,0.71,0.696,0.7043,10254
2001-08-02,0.705,0.739,0.705,0.7325,19814
2001-08-03,0.733,0.739,0.724,0.7262,13425
2001-08-06,0.726,0.732,0.722,0.7256,9094
2001-08-07,0.7255,0.744,0.7255,0.7343,15290
2001-08-08,0.726,0.743,0.726,0.7306,15069
2001-08-09,0.726,0.7405,0.726,0.7364,10613
2001-08-10,0.74,0.753,0.737,0.7439,16554
2001-08-13,0.742,0.752,0.738,0.7419,13494
2001-08-14,0.7429,0.752,0.7381,0.7502,10678
2001-08-15,0.75,0.758,0.737,0.7452,17036
2001-08-16,0.7441,0.746,0.735,0.7415,11840
2001-08-17,0.7425,0.7455,0.703,0.7051,19288
2001-08-20,0.7066,0.715,0.7,0.7135,14763
2001-08-21,0.715,0.732,0.713,0.7299,21361
2001-08-22,0.73,0.7433,0.724,0.7282,14609
2001-08-23,0.73,0.738,0.724,0.7372,11733
2001-08-24,0.738,0.7675,0.735,0.746,17285
2001-08-27,0.7523,0.76,0.7455,0.7501,12051
2001-08-28,0.7525,0.7825,0.747,0.7748,14564
2001-08-29,0.7748,0.7825,0.759,0.7657,11967
2001-08-30,0.765,0.766,0.749,0.7525,11941
2001-08-31,0.7545,0.7735,0.7515,0.7663,6970
2001-09-04,0.7731,0.7731,0.756,0.7611,12743
2001-09-05,0.761,0.773,0.753,0.7671,16946
2001-09-06,0.7685,0.786,0.7685,0.7832,17270
2001-09-07,0.7835,0.805,0.7809,0.8028,22740
2001-09-10,0.802,0.808,0.795,0.7961,17771
2001-09-14,0.855,0.8575,0.8481,0.8327,5501
2001-09-17,0.8125,0.825,0.8,0.807,19062
2001-09-18,0.807,0.807,0.738,0.7443,22052
2001-09-19,0.745,0.7615,0.705,0.719,22141
2001-09-20,0.719,0.74,0.714,0.7214,16366
2001-09-21,0.727,0.74,0.702,0.7087,14428
2001-09-24,0.704,0.705,0.6,0.6106,20362
2001-09-25,0.625,0.6465,0.607,0.6176,23190
2001-09-26,0.62,0.655,0.595,0.6479,22255
2001-09-27,0.6555,0.749,0.645,0.6492,19610
2001-09-28,0.655,0.673,0.655,0.6635,19856
2001-10-01,0.671,0.6717,0.645,0.6599,14044
2001-10-02,0.6575,0.662,0.644,0.6466,12759
2001-10-03,0.644,0.647,0.626,0.6395,16756
2001-10-04,0.6395,0.659,0.6375,0.6527,15704
2001-10-05,0.6525,0.665,0.638,0.6402,14799
2001-10-08,0.653,0.6565,0.6355,0.6447,14834
2001-10-09,0.6445,0.65,0.641,0.6468,13654
2001-10-10,0.648,0.6515,0.6428,0.6463,11996
2001-10-11,0.645,0.674,0.645,0.6676,21249
2001-10-12,0.6655,0.6793,0.6325,0.6384,21393
2001-10-15,0.645,0.654,0.639,0.6311,12624
2001-10-16,0.6355,0.639,0.625,0.6267,15142
2001-10-17,0.627,0.6327,0.614,0.621,16676
2001-10-18,0.62,0.624,0.606,0.6109,14768
2001-10-19,0.611,0.639,0.611,0.6263,14436
2001-10-22,0.633,0.635,0.618,0.6262,11568
2001-10-23,0.627,0.637,0.62,0.6211,13409
2001-10-24,0.621,0.643,0.613,0.6392,15646
2001-10-25,0.639,0.6495,0.631,0.6324,13710
2001-10-26,0.63,0.6333,0.622,0.6236,16335
2001-10-29,0.636,0.637,0.623,0.6244,16812
2001-10-30,0.6265,0.628,0.618,0.62,16523
2001-10-31,0.62,0.6235,0.593,0.5979,14760
2001-11-01,0.61,0.614,0.587,0.5887,20563
2001-11-02,0.588,0.594,0.5765,0.5826,15850
2001-11-05,0.59,0.592,0.573,0.5756,15646
2001-11-06,0.576,0.5777,0.565,0.5713,14038
2001-11-07,0.5705,0.58,0.565,0.5718,20252
2001-11-08,0.574,0.613,0.5729,0.6072,22243
2001-11-09,0.605,0.638,0.605,0.6268,18330
2001-11-12,0.6268,0.636,0.588,0.6015,21133
2001-11-13,0.5973,0.618,0.5935,0.6093,20025
2001-11-14,0.608,0.609,0.56,0.5612,26886
2001-11-15,0.5605,0.565,0.513,0.5109,25236
2001-11-16,0.511,0.5341,0.508,0.5218,17232
2001-11-19,0.53,0.53,0.497,0.5238,20158
2001-11-20,0.523,0.552,0.5216,0.5376,16428
2001-11-21,0.537,0.5491,0.532,0.5342,16497
2001-11-26,0.5354,0.5355,0.52,0.5217,18238
2001-11-27,0.5215,0.551,0.5215,0.5394,22443
2001-11-28,0.54,0.5435,0.522,0.5309,20867
2001-11-29,0.53,0.535,0.518,0.5194,17450
2001-11-30,0.52,0.542,0.511,0.5323,23085
2001-12-03,0.544,0.569,0.5356,0.5577,17544
2001-12-04,0.5565,0.563,0.5316,0.5418,28313
2001-12-05,0.55,0.5685,0.528,0.5314,21737
2001-12-06,0.526,0.532,0.501,0.5066,27076
2001-12-07,0.501,0.52,0.493,0.5168,21064
2001-12-10,0.508,0.5205,0.501,0.5066,18052
2001-12-11,0.507,0.5085,0.496,0.4999,17772
2001-12-12,0.5,0.5195,0.494,0.5058,19372
2001-12-13,0.5075,0.516,0.496,0.5104,19778
2001-12-14,0.511,0.547,0.511,0.5425,23238
2001-12-17,0.5415,0.5515,0.535,0.5381,19221
2001-12-18,0.535,0.5575,0.535,0.5469,20377
2001-12-19,0.547,0.5725,0.547,0.5613,18224
2001-12-20,0.56,0.577,0.544,0.5449,20486
2001-12-21,0.545,0.56,0.545,0.5484,4058
2001-12-26,0.556,0.598,0.552,0.5946,19104
2001-12-27,0.5935,0.5946,0.571,0.5815,19205
2001-12-28,0.582,0.5953,0.565,0.5665,18629
2001-12-31,0.565,0.569,0.543,0.5507,11578
2002-01-02,0.5535,0.58,0.5525,0.5786,20863
2002-01-03,0.579,0.5825,0.5525,0.56,21203
2002-01-04,0.561,0.5875,0.56,0.5859,21640
2002-01-07,0.586,0.589,0.566,0.5719,24609
2002-01-08,0.572,0.575,0.561,0.5682,18648
2002-01-09,0.566,0.57,0.536,0.5379,31200
